"ID","Name","Area","Region","Geomorphic type","Depth","Depth measurement","Data","aeme_file"
"LID 1","Onoke",622.34,"Wellington","Shoreline",8.72,"Measured","Minimal Data","LID1"
"LID 3","Kohangapiripiri",10.82,"Wellington","Shoreline",14.43,"Predicted","No data","LID3"
"LID 4","Kohangatera",21.31,"Wellington","Shoreline",14.8,"Predicted","No data","LID4"
"LID 119","LID 119",41.87,"Wellington","Riverine",3.55,"Predicted","No data","LID119"
"LID 195","Nganoke",3.1,"Wellington","Riverine",3.74,"Predicted","No data","LID195"
"LID 229","Pounui",45.95,"Wellington","Tectonic",NA,"Predicted","No data","LID229"
"LID 299","LID 299",9.17,"Wellington","Riverine",5.33,"Predicted","No data","LID299"
"LID 300","LID 300",6.58,"Wellington","Riverine",3.21,"Predicted","No data","LID300"
"LID 301","LID 301",10.59,"Wellington","Riverine",9.62,"Predicted","No data","LID301"
"LID 381","Henley Lake",12.27,"Wellington","Riverine",4.28,"Predicted","No data","LID381"
"LID 476","Tokomaru No 3 Reservoir",9.54,"Manawatū-Whanganui","Dam",19.82,"Predicted","No data","LID476"
"LID 505","LID 505",6.99,"Wellington","Riverine",3.42,"Predicted","No data","LID505"
"LID 507","LID 507",10.7,"Wellington","Riverine",3.58,"Predicted","No data","LID507"
"LID 511","LID 511",37.34,"Wellington","Riverine",4.57,"Predicted","No data","LID511"
"LID 512","LID 512",5.33,"Wellington","Riverine",3.59,"Predicted","No data","LID512"
"LID 515","Boggy Pond Lagoon",58.23,"Wellington","Riverine",5.08,"Predicted","No data","LID515"
"LID 831","Waitawa",15.78,"Wellington","Aeolian",7.62,"Predicted","No data","LID831"
"LID 841","Waiorongomai",5.85,"Wellington","Aeolian",4.34,"Predicted","No data","LID841"
"LID 843","Huritini",2.58,"Manawatū-Whanganui","Aeolian",4.71,"Predicted","No data","LID843"
"LID 847","Kopureherehere",6.91,"Wellington","Aeolian",5.6,"Predicted","No data","LID847"
"LID 869","LID 869",5.31,"Manawatū-Whanganui","Aeolian",4.15,"Predicted","No data","LID869"
"LID 1553","Lake Onslow",1159.45,"Otago","Dam",29.53,"Predicted","Minimal Data","LID1553"
"LID 1708","Wairarapa",7737.38,"Wellington","Riverine",2.73,"Measured","Minimal Data","LID1708"
"LID 1717","LID 1717",5.15,"Wellington","Riverine",7.93,"Predicted","No data","LID1717"
"LID 1721","LID 1721",5.05,"Wellington","Riverine",4.4,"Predicted","No data","LID1721"
"LID 1726","LID 1726",9.98,"Wellington","Riverine",4.02,"Predicted","No data","LID1726"
"LID 1731","LID 1731",12.08,"Wellington","Riverine",3.68,"Predicted","No data","LID1731"
"LID 1742","LID 1742",11.73,"Wellington","Riverine",2.8,"Predicted","No data","LID1742"
"LID 1744","LID 1744",6.18,"Wellington","Dam",4.05,"Predicted","No data","LID1744"
"LID 1974","Papaitonga",51.49,"Manawatū-Whanganui","Aeolian",4.48,"Predicted","Minimal Data","LID1974"
"LID 2549","Kourarau Dam",6.74,"Wellington","Dam",6.91,"Predicted","No data","LID2549"
"LID 4278","Okupe",7.8,"Wellington","Shoreline",NA,"Predicted","No data","LID4278"
"LID 4342","Mangahao Upper No 1 Reservior",19.53,"Manawatū-Whanganui","Dam",NA,"Predicted","No data","LID4342"
"LID 4343","Mangahao Lower No 2 Reservoir",11.15,"Manawatū-Whanganui","Dam",46.19,"Predicted","No data","LID4343"
"LID 4345","Horowhenua",304.09,"Manawatū-Whanganui","Aeolian",1.99,"Measured","Limited and Irregular","LID4345"
"LID 4380","LID 4380",9.98,"Manawatū-Whanganui","Aeolian",4.34,"Predicted","No data","LID4380"
"LID 4443","LID 4443",7.23,"Manawatū-Whanganui","Dam",4.94,"Predicted","No data","LID4443"
"LID 4486","LID 4486",9.67,"Manawatū-Whanganui","Aeolian",4.94,"Predicted","No data","LID4486"
"LID 4506","LID 4506",5.22,"Manawatū-Whanganui","Riverine",4.47,"Predicted","No data","LID4506"
"LID 4509","Karere",3.57,"Manawatū-Whanganui","Riverine",3.9,"Predicted","No data","LID4509"
"LID 4926","Turitea Dams E",11.45,"Manawatū-Whanganui","Dam",19.76,"Predicted","No data","LID4926"
"LID 5008","Koputara",9.42,"Manawatū-Whanganui","Aeolian",4.01,"Predicted","Minimal Data","LID5008"
"LID 5014","Kaikokopu",14.73,"Manawatū-Whanganui","Aeolian",4.3,"Predicted","No data","LID5014"
"LID 5042","Pukepuke",17.88,"Manawatū-Whanganui","Aeolian",1.2,"Measured","Minimal Data","LID5042"
"LID 5049","LID 5049",5.02,"Manawatū-Whanganui","Riverine",5.97,"Predicted","No data","LID5049"
"LID 5264","LID 5264",623.91,"Otago","Glacial",26.74,"Predicted","No data","LID5264"
"LID 5306","Omanuka",11,"Manawatū-Whanganui","Aeolian",4.33,"Predicted","Minimal Data","LID5306"
"LID 5955","Rotoataha",2.7,"Manawatū-Whanganui","Riverine",23.33,"Predicted","No data","LID5955"
"LID 6914","Blue Lake",8.02,"Otago","Riverine",19.42,"Measured","No data","LID6914"
"LID 7386","LID 7386",15.21,"Canterbury","Glacial",NA,"Predicted","No data","LID7386"
"LID 7408","Lake Aviemore",2835.88,"Canterbury","Dam",40.49,"Measured","Minimal Data","LID7408"
"LID 7409","Lake Benmore",7589.93,"Canterbury","Dam",91,"Measured","Limited and Irregular","LID7409"
"LID 7415","LID 7415",13.76,"Canterbury","Riverine",10.9,"Predicted","No data","LID7415"
"LID 7506","Rotorangi",625.89,"Taranaki","Dam",50.88,"Predicted","Minimal Data","LID7506"
"LID 7512","Rotokare",15.66,"Taranaki","Volcanic",18.1,"Predicted","Minimal Data","LID7512"
"LID 7633","Lake Roxburgh",521.4,"Otago","Dam",45,"Measured","No data","LID7633"
"LID 7640","LID 7640",21.93,"Otago","Riverine",17.45,"Predicted","No data","LID7640"
"LID 7657","Greenland Reservoir",448.79,"Otago","Dam",30.43,"Predicted","No data","LID7657"
"LID 7660","Manorburn Reservoir",215.05,"Otago","Dam",33.19,"Predicted","No data","LID7660"
"LID 7688","Butchers Dam",32.12,"Otago","Dam",15.95,"Predicted","No data","LID7688"
"LID 7689","Conroys Dam",13.41,"Otago","Dam",15.27,"Predicted","No data","LID7689"
"LID 7748","Lower Manorburn Dam",17.99,"Otago","Dam",17.32,"Predicted","No data","LID7748"
"LID 7777","Poolburn Reservoir",511.02,"Otago","Dam",18.63,"Predicted","No data","LID7777"
"LID 7901","Fraser Dam",46.43,"Otago","Dam",25.14,"Predicted","No data","LID7901"
"LID 8158","LID 8158",5.25,"Otago","Shoreline",5.3,"Predicted","No data","LID8158"
"LID 8884","LID 8884",5.62,"Otago","Riverine",4.65,"Predicted","No data","LID8884"
"LID 8890","LID 8890",22.99,"Otago","Dam",17.89,"Predicted","No data","LID8890"
"LID 9959","LID 9959",8.76,"Otago","Riverine",5.99,"Predicted","No data","LID9959"
"LID 10706","LID 10706",12.39,"Otago","Riverine",7.09,"Predicted","No data","LID10706"
"LID 10718","LID 10718",5.58,"Otago","Riverine",4.89,"Predicted","No data","LID10718"
"LID 11030","LID 11030",5.21,"Otago","Dam",13.57,"Predicted","No data","LID11030"
"LID 11084","Orotu",4.75,"Waikato","Volcanic",8.1,"Predicted","No data","LID11084"
"LID 11132","Rotokawa",6.1,"Bay of Plenty","Volcanic",7.59,"Predicted","No data","LID11132"
"LID 11133","Rotorua",8060.23,"Bay of Plenty","Volcanic",45.27,"Measured","Seasonal but Detailed","LID11133"
"LID 11138","Rotokawau",51.92,"Bay of Plenty","Volcanic",40.09,"Predicted","No data","LID11138"
"LID 11437","LID 11437",5.59,"Otago","Riverine",10.36,"Predicted","No data","LID11437"
"LID 11457","LID 11457",10.59,"Otago","Glacial",NA,"Predicted","No data","LID11457"
"LID 11490","Idaburn Dam",8.22,"Otago","Dam",9.45,"Predicted","No data","LID11490"
"LID 11614","Falls Dam",140.28,"Otago","Dam",26.13,"Predicted","No data","LID11614"
"LID 11620","West Eweburn Dam",24.86,"Otago","Dam",16.84,"Predicted","No data","LID11620"
"LID 11709","LID 11709",24.44,"Otago","Glacial",17.53,"Predicted","No data","LID11709"
"LID 11739","LID 11739",7.86,"Canterbury","Glacial",15.83,"Predicted","No data","LID11739"
"LID 11789","LID 11789",9.95,"Canterbury","Glacial",11,"Predicted","No data","LID11789"
"LID 11797","LID 11797",7.34,"Canterbury","Glacial",NA,"Predicted","No data","LID11797"
"LID 11853","LID 11853",22.91,"Canterbury","Glacial",10.84,"Predicted","No data","LID11853"
"LID 11910","LID 11910",17.22,"Otago","Shoreline",6.13,"Predicted","No data","LID11910"
"LID 11911","LID 11911",47.95,"Otago","Shoreline",4.34,"Predicted","No data","LID11911"
"LID 12107","LID 12107",9.17,"Otago","Riverine",4.96,"Predicted","No data","LID12107"
"LID 12216","LID 12216",31.88,"Canterbury","Riverine",11.46,"Predicted","No data","LID12216"
"LID 12307","Waitaki",566.88,"Canterbury","Dam",40,"Measured","No data","LID12307"
"LID 12406","LID 12406",21.7,"Canterbury","Riverine",9.16,"Predicted","No data","LID12406"
"LID 12467","LID 12467",5.28,"Canterbury","Shoreline",4,"Predicted","No data","LID12467"
"LID 12469","Wainono",398.42,"Canterbury","Shoreline",7.36,"Predicted","Minimal Data","LID12469"
"LID 12579","LID 12579",5,"Canterbury","Shoreline",4.95,"Predicted","No data","LID12579"
"LID 12591","Parangi",12.03,"Waikato","Aeolian",17.73,"Measured","Minimal Data","LID12591"
"LID 12690","Washdyke Lagoon",23.02,"Canterbury","Shoreline",8.02,"Predicted","No data","LID12690"
"LID 12830","Harihari",18.39,"Waikato","Aeolian",9.72,"Measured","Limited and Irregular","LID12830"
"LID 12831","Rototapu",1.97,"Waikato","Aeolian",13.97,"Predicted","No data","LID12831"
"LID 12872","Rotoroa",22.57,"Waikato","Aeolian",6.5,"Measured","Minimal Data","LID12872"
"LID 12873","Numiti",15.76,"Waikato","Aeolian",10.51,"Measured","Minimal Data","LID12873"
"LID 12876","Taharoa",216.46,"Waikato","Aeolian",21.99,"Predicted","No data","LID12876"
"LID 13148","Kuratau",103.14,"Waikato","Dam",13.57,"Predicted","No data","LID13148"
"LID 13149","LID 13149",6.64,"Waikato","Dam",7.97,"Predicted","No data","LID13149"
"LID 13276","LID 13276",15.15,"Waikato","Dam",44.57,"Predicted","No data","LID13276"
"LID 13277","Hinemaiaia",21.79,"Waikato","Dam",33.86,"Predicted","No data","LID13277"
"LID 13278","Rotongaio",34.22,"Waikato","Volcanic",21.46,"Measured","No data","LID13278"
"LID 13284","Pukuriri",3.63,"Waikato","Volcanic",8.71,"Predicted","No data","LID13284"
"LID 13437","Lake William",6.8,"Manawatū-Whanganui","Aeolian",9.93,"Measured","Minimal Data","LID13437"
"LID 13438","Lake Bernard",7.96,"Manawatū-Whanganui","Aeolian",8.59,"Predicted","No data","LID13438"
"LID 13443","Lake Vipan",6.67,"Manawatū-Whanganui","Aeolian",8.31,"Predicted","No data","LID13443"
"LID 13446","Lake Heaton",14.44,"Manawatū-Whanganui","Aeolian",8.21,"Predicted","Minimal Data","LID13446"
"LID 13447","Lake Dudding",7.84,"Manawatū-Whanganui","Aeolian",10.5,"Measured","Limited and Irregular","LID13447"
"LID 13456","Lake Alice",11.87,"Manawatū-Whanganui","Aeolian",8.93,"Predicted","Minimal Data","LID13456"
"LID 13466","LID 13466",6.93,"Northland","Aeolian",4.41,"Predicted","No data","LID13466"
"LID 13467","Waiparera",108.46,"Northland","Aeolian",5.16,"Measured","Minimal Data","LID13467"
"LID 13857","Waipapa",116.56,"Waikato","Dam",16.5,"Measured","No data","LID13857"
"LID 13873","Whakamaru",539.03,"Waikato","Dam",38,"Measured","No data","LID13873"
"LID 13876","Maraetai",400.57,"Waikato","Dam",61,"Measured","No data","LID13876"
"LID 13877","Maraetai E",18,"Waikato","Dam",13.15,"Predicted","No data","LID13877"
"LID 13883","LID 13883",7.86,"Waikato","Riverine",27.66,"Predicted","No data","LID13883"
"LID 13909","Aratiatia",45.08,"Waikato","Dam",32.18,"Predicted","No data","LID13909"
"LID 13915","Rotokawa",65.54,"Waikato","Geothermal",27,"Measured","No data","LID13915"
"LID 13957","Atiamuri",203.54,"Waikato","Dam",21.84,"Measured","No data","LID13957"
"LID 13970","Ohakuri",940.17,"Waikato","Dam",37.48,"Measured","No data","LID13970"
"LID 14071","Tutaeinanga",3.11,"Waikato","Volcanic",12.6,"Measured","Minimal Data","LID14071"
"LID 14082","LID 14082",6.98,"Waikato","Volcanic",26.03,"Predicted","No data","LID14082"
"LID 14157","Whangioterangi (Echo Lake)",3.59,"Waikato","Geothermal",23.51,"Predicted","No data","LID14157"
"LID 14179","Ngapouri",21.34,"Waikato","Volcanic",25.86,"Measured","No data","LID14179"
"LID 14204","Ngakoro",1.33,"Waikato","Geothermal",12.37,"Predicted","No data","LID14204"
"LID 14205","Rotowhero (Green Lake)",2.6,"Waikato","Geothermal",14,"Measured","No data","LID14205"
"LID 14208","Ngahewa",8.44,"Waikato","Volcanic",7.82,"Measured","Minimal Data","LID14208"
"LID 14290","Okaro",30.19,"Bay of Plenty","Volcanic",19.94,"Measured","Seasonal but Detailed","LID14290"
"LID 14405","Mangakaware",14.59,"Waikato","Riverine",4.63,"Measured","Limited and Irregular","LID14405"
"LID 14406","Ngaroto",91.8,"Waikato","Peat",3.31,"Measured","Minimal Data","LID14406"
"LID 14407","Ngarotoiti",3.28,"Waikato","Peat",2.81,"Predicted","No data","LID14407"
"LID 14408","Ruatuna",11.81,"Waikato","Peat",2.4,"Measured","Minimal Data","LID14408"
"LID 14418","Mangahia",7.94,"Waikato","Peat",2.35,"Measured","Minimal Data","LID14418"
"LID 14422","Maratoto",17.85,"Waikato","Peat",7.22,"Measured","Periodic but Sparse","LID14422"
"LID 14423","Rotopataka",1.09,"Waikato","Peat",4.14,"Predicted","No data","LID14423"
"LID 14424","Rotopiko E (Lake Serpentine E)",1.43,"Waikato","Peat",3.25,"Measured","Limited and Irregular","LID14424"
"LID 14425","Rotopiko W (Lake Serpentine W)",4.28,"Waikato","Peat",7.79,"Predicted","Limited and Irregular","LID14425"
"LID 14426","Rotopiko N (Lake Serpentine N)",4.64,"Waikato","Peat",4.98,"Predicted","Periodic but Sparse","LID14426"
"LID 14427","Rotomanuka S",6.12,"Waikato","Peat",5.03,"Measured","Minimal Data","LID14427"
"LID 14428","Rotomanuka",13.65,"Waikato","Peat",8.23,"Measured","Periodic but Sparse","LID14428"
"LID 14541","Rotongata",6.08,"Waikato","Peat",7.87,"Predicted","No data","LID14541"
"LID 14546","Arapuni",828.22,"Waikato","Dam",40.89,"Predicted","No data","LID14546"
"LID 14586","Moananui",7.89,"Waikato","Dam",8.42,"Predicted","No data","LID14586"
"LID 14680","Karapiro",770.27,"Waikato","Dam",30.5,"Measured","No data","LID14680"
"LID 14718","LID 14718",9.09,"Waikato","Dam",8.97,"Predicted","No data","LID14718"
"LID 14720","Te Koo Utu",4.6,"Waikato","Riverine",3.66,"Measured","Minimal Data","LID14720"
"LID 14888","Okoroire",3.46,"Waikato","Peat",4.07,"Predicted","Minimal Data","LID14888"
"LID 15005","Pataka",4.83,"Waikato","Peat",3.62,"Predicted","No data","LID15005"
"LID 15007","Koromatua",4.94,"Waikato","Peat",3.16,"Predicted","No data","LID15007"
"LID 15013","Rotokauri",38.02,"Waikato","Peat",6.53,"Predicted","No data","LID15013"
"LID 15020","Waiwhakareke (Horseshoe Lake)",3.43,"Waikato","Peat",4.08,"Measured","Minimal Data","LID15020"
"LID 15022","Rotoroa (Hamilton Lake)",51.96,"Waikato","Peat",5.8,"Measured","Minimal Data","LID15022"
"LID 15032","Pikopiko",4.69,"Waikato","Peat",2.95,"Measured","Minimal Data","LID15032"
"LID 15033","Hotoananga",15.64,"Waikato","Peat",3.89,"Predicted","No data","LID15033"
"LID 15034","Areare",30.44,"Waikato","Peat",4.58,"Measured","Limited and Irregular","LID15034"
"LID 15035","Whakatangi (Lake A)",2.81,"Waikato","Peat",3.68,"Measured","Minimal Data","LID15035"
"LID 15036","Tunawhakaheke (Lake E)",3.07,"Waikato","Peat",3.38,"Predicted","No data","LID15036"
"LID 15037","Kainui (Lake D)",27.2,"Waikato","Peat",6.15,"Measured","Minimal Data","LID15037"
"LID 15038","Kaituna (Lake B)",9.66,"Waikato","Peat",1.16,"Measured","Minimal Data","LID15038"
"LID 15039","Komakorau (Lake C)",1.58,"Waikato","Peat",2.88,"Predicted","No data","LID15039"
"LID 15176","LID 15176",7.05,"Waikato","Riverine",15.03,"Predicted","No data","LID15176"
"LID 15312","Tikitapu  (Blue Lake)",144.45,"Bay of Plenty","Volcanic",31.62,"Measured","Seasonal but Detailed","LID15312"
"LID 15325","Okareka",334.65,"Bay of Plenty","Volcanic",38.72,"Measured","Seasonal but Detailed","LID15325"
"LID 15326","Te Whekau",5.34,"Bay of Plenty","Volcanic",33.26,"Predicted","No data","LID15326"
"LID 15466","LID 15466",5.44,"Bay of Plenty","Dam",19.12,"Predicted","No data","LID15466"
"LID 15621","Rotokakahi (Green Lake)",433.96,"Bay of Plenty","Volcanic",34.22,"Measured","Minimal Data","LID15621"
"LID 15655","LID 15655",10.73,"Bay of Plenty","Volcanic",8.82,"Predicted","No data","LID15655"
"LID 15662","LID 15662",9.03,"Bay of Plenty","Volcanic",9.66,"Predicted","No data","LID15662"
"LID 15670","LID 15670",8.42,"Bay of Plenty","Dam",21.14,"Predicted","No data","LID15670"
"LID 15672","LID 15672",7.04,"Bay of Plenty","Dam",26.81,"Predicted","No data","LID15672"
"LID 15706","Ngawhero",4.09,"Bay of Plenty","Volcanic",16.97,"Predicted","No data","LID15706"
"LID 15716","LID 15716",9.49,"Bay of Plenty","Dam",21.74,"Predicted","No data","LID15716"
"LID 15719","Lake Mclaren",12.87,"Bay of Plenty","Dam",14.11,"Predicted","No data","LID15719"
"LID 15795","Kaikura",5.92,"Taranaki","Shoreline",5.83,"Predicted","No data","LID15795"
"LID 15823","Taumaha",5.28,"Taranaki","Shoreline",8.11,"Predicted","No data","LID15823"
"LID 15840","Nowell's Lakes W",5.03,"Taranaki","Shoreline",7.63,"Predicted","No data","LID15840"
"LID 15884","LID 15884",5.41,"Taranaki","Aeolian",5.46,"Predicted","No data","LID15884"
"LID 15886","Tapuarau (Hawken's Lagoon)",6.67,"Taranaki","Aeolian",5.1,"Predicted","No data","LID15886"
"LID 15898","Okoia",3.9,"Taranaki","Aeolian",4.76,"Predicted","No data","LID15898"
"LID 15902","Herengawe",14.32,"Taranaki","Aeolian",6.61,"Predicted","No data","LID15902"
"LID 15904","Oturi",10.93,"Taranaki","Aeolian",7.28,"Predicted","No data","LID15904"
"LID 15907","Waiau",23.99,"Taranaki","Aeolian",8.26,"Predicted","No data","LID15907"
"LID 15926","Waikato",4.91,"Taranaki","Aeolian",5.08,"Predicted","No data","LID15926"
"LID 15929","LID 15929",6.29,"Manawatū-Whanganui","Aeolian",6.5,"Predicted","No data","LID15929"
"LID 15930","Marahau",9.79,"Manawatū-Whanganui","Aeolian",7.68,"Predicted","No data","LID15930"
"LID 16131","Moumahaki",32.85,"Taranaki","Riverine",23.29,"Predicted","No data","LID16131"
"LID 16214","LID 16214",9.36,"Taranaki","Riverine",17.47,"Predicted","No data","LID16214"
"LID 16222","Waikare",7.41,"Taranaki","Landslide",27.11,"Predicted","No data","LID16222"
"LID 16224","Mangawhio",9.22,"Taranaki","Landslide",29.88,"Predicted","No data","LID16224"
"LID 16280","Opunake",5.69,"Taranaki","Shoreline",14.71,"Predicted","No data","LID16280"
"LID 16392","Ratapiko",21.51,"Taranaki","Riverine",9.54,"Predicted","No data","LID16392"
"LID 16491","Rotokohu",1.13,"Taranaki","Riverine",12.63,"Predicted","No data","LID16491"
"LID 16901","Koitiata",9.65,"Manawatū-Whanganui","Aeolian",7.81,"Predicted","Minimal Data","LID16901"
"LID 16932","Oraekomiko",2.07,"Manawatū-Whanganui","Aeolian",5.17,"Predicted","No data","LID16932"
"LID 16939","Waipu",7.04,"Manawatū-Whanganui","Aeolian",3.84,"Measured","Minimal Data","LID16939"
"LID 17014","Rotokauwau",6.64,"Manawatū-Whanganui","Aeolian",5.12,"Predicted","No data","LID17014"
"LID 17169","LID 17169",5.23,"Northland","Riverine",9.68,"Predicted","No data","LID17169"
"LID 17214","Kohata",5.23,"Manawatū-Whanganui","Aeolian",7.95,"Predicted","Minimal Data","LID17214"
"LID 17286","Poroa",7.08,"Manawatū-Whanganui","Riverine",2.02,"Measured","No data","LID17286"
"LID 17761","Wainui",3.84,"Northland","Aeolian",10.46,"Measured","Minimal Data","LID17761"
"LID 18023","Marron Reservoirs S",12.29,"Manawatū-Whanganui","Dam",9.38,"Predicted","No data","LID18023"
"LID 18027","Marron Reservoirs N",6.15,"Manawatū-Whanganui","Dam",10.42,"Predicted","No data","LID18027"
"LID 18608","Dry Lake",7.22,"Manawatū-Whanganui","Volcanic",9.22,"Predicted","No data","LID18608"
"LID 18609","Rotokuru",5.8,"Manawatū-Whanganui","Volcanic",13.94,"Predicted","No data","LID18609"
"LID 18610","Moawhango",486.27,"Manawatū-Whanganui","Dam",37.2,"Predicted","No data","LID18610"
"LID 18717","Ngakapua S",6.05,"Northland","Aeolian",5.46,"Measured","Minimal Data","LID18717"
"LID 18718","Ngakapua N",2.73,"Northland","Aeolian",8.35,"Measured","Minimal Data","LID18718"
"LID 18719","Rotokawau [Aupouri]",15.14,"Northland","Aeolian",3.34,"Measured","Minimal Data","LID18719"
"LID 18933","Pauri",19.25,"Manawatū-Whanganui","Aeolian",12.45,"Measured","Minimal Data","LID18933"
"LID 18934","Wiritoa",21.76,"Manawatū-Whanganui","Aeolian",16.79,"Measured","Minimal Data","LID18934"
"LID 18936","Kaitoke",25.32,"Manawatū-Whanganui","Aeolian",7.92,"Predicted","No data","LID18936"
"LID 18951","Lake Westmere",8.08,"Manawatū-Whanganui","Aeolian",9.7,"Predicted","Minimal Data","LID18951"
"LID 18957","Rotokawau (Virginia Lake)",6.99,"Manawatū-Whanganui","Aeolian",6.86,"Predicted","No data","LID18957"
"LID 19506","LID 19506",5.09,"Northland","Aeolian",11.71,"Predicted","No data","LID19506"
"LID 19509","Rotopokaka",11.68,"Northland","Aeolian",7.65,"Predicted","No data","LID19509"
"LID 19559","LID 19559",7.06,"Northland","Aeolian",11.24,"Predicted","No data","LID19559"
"LID 19567","LID 19567",15.19,"Northland","Aeolian",8.42,"Predicted","No data","LID19567"
"LID 19572","Waikanae",4.43,"Northland","Aeolian",12.16,"Predicted","No data","LID19572"
"LID 19575","Waipara",1.98,"Northland","Aeolian",4.42,"Measured","Minimal Data","LID19575"
"LID 19576","LID 19576",10.14,"Northland","Aeolian",7.76,"Predicted","No data","LID19576"
"LID 19621","Ngaruru",7.82,"Manawatū-Whanganui","Riverine",14.95,"Predicted","No data","LID19621"
"LID 19624","Namunamu",12.95,"Manawatū-Whanganui","Riverine",18,"Measured","No data","LID19624"
"LID 20094","Maungarataiti",4.05,"Manawatū-Whanganui","Landslide",14.47,"Predicted","No data","LID20094"
"LID 20096","Maungaratanui",6.26,"Manawatū-Whanganui","Landslide",16.3,"Predicted","No data","LID20096"
"LID 20239","Pounamu",1.66,"Manawatū-Whanganui","Riverine",7.26,"Predicted","No data","LID20239"
"LID 20673","Otamataraha",1.93,"Manawatū-Whanganui","Peat",5.88,"Predicted","No data","LID20673"
"LID 20720","Rangatauanui",2.87,"Manawatū-Whanganui","Volcanic",16.28,"Predicted","No data","LID20720"
"LID 20721","Rangatauaiti",1.19,"Manawatū-Whanganui","Volcanic",10.49,"Predicted","No data","LID20721"
"LID 20844","Te Wai a-moe (Crater Lake)",20.87,"Manawatū-Whanganui","Volcanic",89.14,"Predicted","No data","LID20844"
"LID 20846","Lower Tama",21.12,"Manawatū-Whanganui","Volcanic",47.44,"Predicted","No data","LID20846"
"LID 20851","Upper Tama",31.37,"Manawatū-Whanganui","Volcanic",43.99,"Predicted","No data","LID20851"
"LID 20857","Blue Lake",17.21,"Waikato","Volcanic",NA,"Predicted","No data","LID20857"
"LID 20880","Mangamahoe",23.53,"Taranaki","Dam",18.71,"Predicted","No data","LID20880"
"LID 20904","Rotomanu",9.76,"Taranaki","Shoreline",4.49,"Predicted","No data","LID20904"
"LID 20959","Waipu",1,"Taranaki","Shoreline",5.05,"Predicted","No data","LID20959"
"LID 20969","Cowley Lake",6.66,"Taranaki","Dam",4.64,"Predicted","No data","LID20969"
"LID 21313","Ohinetonga",1.53,"Manawatū-Whanganui","Dam",15.43,"Predicted","No data","LID21313"
"LID 21356","LID 21356",5.26,"Waikato","Volcanic",8.84,"Predicted","No data","LID21356"
"LID 21367","Rotoaira",1567.85,"Waikato","Volcanic",14.86,"Measured","No data","LID21367"
"LID 21370","Rotopounamu",85.13,"Waikato","Volcanic",7.79,"Measured","Minimal Data","LID21370"
"LID 21372","Te Whaiau",6.31,"Manawatū-Whanganui","Volcanic",10.34,"Predicted","No data","LID21372"
"LID 21383","Otamangakau",156.45,"Manawatū-Whanganui","Aeolian",8.3,"Measured","No data","LID21383"
"LID 21384","Rotokura",2.71,"Waikato","Volcanic",8.95,"Predicted","No data","LID21384"
"LID 21433","Ngakeketa",11.35,"Northland","Aeolian",10.59,"Predicted","Minimal Data","LID21433"
"LID 21434","LID 21434",11.19,"Northland","Aeolian",12.26,"Predicted","No data","LID21434"
"LID 21450","LID 21450",10.56,"Northland","Aeolian",6.09,"Predicted","No data","LID21450"
"LID 21729","LID 21729",5.98,"Southland","Glacial",NA,"Predicted","No data","LID21729"
"LID 21733","LID 21733",47.78,"Southland","Glacial",65.88,"Predicted","No data","LID21733"
"LID 21759","Kapoai",2.49,"Northland","Aeolian",6.35,"Predicted","No data","LID21759"
"LID 21760","Parawanui",6.54,"Northland","Aeolian",10.35,"Predicted","No data","LID21760"
"LID 21865","LID 21865",5.31,"Northland","Riverine",6.33,"Predicted","No data","LID21865"
"LID 21869","LID 21869",14.93,"Auckland","Riverine",7.09,"Predicted","No data","LID21869"
"LID 21871","Tomarata Lake",14.35,"Auckland","Aeolian",5.23,"Measured","Seasonal but Detailed","LID21871"
"LID 21912","Shag Lake",17.39,"Northland","Aeolian",9.98,"Predicted","No data","LID21912"
"LID 21917","Taharoa",203.96,"Northland","Aeolian",38.74,"Measured","Limited and Irregular","LID21917"
"LID 21918","Kaiiwi",26.74,"Northland","Aeolian",15.63,"Measured","Minimal Data","LID21918"
"LID 21926","Waikere",29.71,"Northland","Aeolian",29.46,"Measured","Limited and Irregular","LID21926"
"LID 21997","LID 21997",5.28,"Northland","Riverine",4.61,"Predicted","No data","LID21997"
"LID 22089","LID 22089",6.65,"Northland","Riverine",11.5,"Predicted","No data","LID22089"
"LID 22201","LID 22201",11.79,"Northland","Dam",5.49,"Predicted","No data","LID22201"
"LID 22449","LID 22449",9.69,"Northland","Riverine",14.74,"Predicted","No data","LID22449"
"LID 22773","LID 22773",6.2,"Northland","Shoreline",4.5,"Predicted","No data","LID22773"
"LID 22785","LID 22785",6.36,"Northland","Aeolian",6.01,"Predicted","No data","LID22785"
"LID 22786","LID 22786",12.81,"Northland","Aeolian",10.01,"Predicted","No data","LID22786"
"LID 22999","Spectacle Lake",43.83,"Auckland","Aeolian",5.46,"Measured","Seasonal but Detailed","LID22999"
"LID 23000","Slipper Lake",8.97,"Auckland","Aeolian",5.36,"Measured","Seasonal but Detailed","LID23000"
"LID 23306","LID 23306",16.18,"Northland","Aeolian",30.81,"Predicted","No data","LID23306"
"LID 23657","Waimimiha",10.02,"Northland","Aeolian",4.04,"Predicted","No data","LID23657"
"LID 23660","LID 23660",5.21,"Northland","Aeolian",5.03,"Predicted","No data","LID23660"
"LID 23676","LID 23676",7.61,"Northland","Aeolian",6.55,"Predicted","No data","LID23676"
